('Q108941', 'Фишер', 'PERSON')	Pred: ('Q2640102', 'Фишер')
('Q1215884', 'Национальной футбольной лиги', 'ORGANIZATION')	Pred: ('Q684521', 'Список стадионов команд Национальной футбольной лиги')
('Q309331', 'Университет штата Огайо', 'ORGANIZATION')	Pred: ('Q309331', 'Университет штата Огайо')
('Q188094', 'экономист', 'PROFESSION')	Pred: ('Q3258040', 'Логист')
('Q1857712', 'народный артист Российской Федерации', 'AWARD')	Pred: ('Q1857712', 'Народный артист РФ')
('Q382226', 'Владимира Кирилловича', 'PERSON')	Pred: ('Q160948', 'Кирилл Владимирович')
('Q4222051', 'Киселёва', 'PERSON')	Pred: ('Q15267622', 'Киселёва')
('Q901', 'учёный', 'PROFESSION')	Pred: ('Q901', 'Учёный')
('Q77869031', 'S.S. Robert H. Lawrence', 'PRODUCT')	Pred: ('Q70783', 'Мастер E. S.')
('Q106625143', 'хористкой', 'PROFESSION')	Pred: ('Q4297142', 'Расковалов')
('Q19356884', 'постпред', 'PROFESSION')	Pred: ('Q1020588', 'Компер')
('Q33', 'Финляндии', 'COUNTRY')	Pred: ('Q33', 'Финляндия')
('Q750', 'Боливии', 'COUNTRY')	Pred: ('Q2948392', 'Сенат Боливии')
('Q11997597', 'официальный представитель', 'PROFESSION')	Pred: ('Q49800', 'Неформальный брак')
('Q35535', 'полицией', 'ORGANIZATION')	Pred: ('Q750218', 'Полизи')
('Q172671', 'Нижнеудинск', 'CITY')	Pred: ('Q16680614', 'Нижнеудинск')
('Q208233', 'монарха', 'PROFESSION')	Pred: ('Q382223', 'Романа')
('Q241', 'кубинских', 'COUNTRY')	Pred: ('Q4079949', 'Бахтины')
('Q2657659', 'Дмитрий Романович', 'PERSON')	Pred: ('Q28665859', 'Дмитрий Романович')
('Q15180', 'Советского Союза', 'COUNTRY')	Pred: ('Q15180', 'Советского Союза')
('Q7351', 'Роберта Шумана', 'PERSON')	Pred: ('Q4064310', 'Шунт Робертса')
('Q150', 'французскому', 'LANGUAGE')	Pred: ('Q150', 'Французский')
('Q1788871', 'Сенат', 'ORGANIZATION')	Pred: ('Q2570643', 'Сенат')
('Q44187', 'Кирилл', 'PERSON')	Pred: ('Q674360', 'Кирилл')
('Q50001', 'итальянского происхождения', 'NATIONALITY')	Pred: ('Q40477', 'Народ славянского происхождения')
('Q47024', 'Народная артистка РСФСР', 'AWARD')	Pred: ('Q47024', 'Народная артистка РСФСР')
('Q7835', 'Крыму', 'STATE_OR_PROVINCE')	Pred: ('Q1049846', 'Крымский')
('Q23522', 'Балканах', 'LOCATION')	Pred: ('Q1718604', 'Балкани')
('Q219602', 'Jets', 'ORGANIZATION')	Pred: ('Q419718', 'Санс')
('Q12706', 'А.М. Горького', 'PERSON')	Pred: ('Q31885', 'А.М. Опекушин')
('Q18949486', 'Пойди, поставь сторожа', 'WORK_OF_ART')	Pred: ('Q16707444', 'Три богатыря. Ход конем')
('Q639669', 'музыкантом', 'PROFESSION')	Pred: ('Q4130159', 'Музыкальность')
('Q7875112', 'Да Луш', 'FACILITY')	Pred: ('Q7875112', 'Да Луш')
('Q130796', 'пакта Молотова Риббентропа', 'LAW')	Pred: ('Q1047245', 'Глаза енота')
('Q4259359', 'Михаил Лесин', 'PERSON')	Pred: ('Q4259359', 'Михаил Лесин')
('Q138048', 'Пак Кын Хе', 'PERSON')	Pred: ('Q138048', 'Пак Кын Хе')
('Q9334029', 'сатирик', 'PROFESSION')	Pred: ('Q2068504', 'Галашки')
('Q1527859', 'британской полиции', 'ORGANIZATION')	Pred: ('Q1527859', 'Британская полиция')
('Q1748', 'Копенгагене', 'CITY')	Pred: ('Q53904', 'Шпенге')
('Q2962070', 'художника-постановщика', 'PROFESSION')	Pred: ('Q4070308', 'Арт-конституция')
('Q947404', 'Дембица', 'CITY')	Pred: ('Q947404', 'Дембица')
('Q86628426', 'Ильхам Шейхи', 'PERSON')	Pred: ('Q57371', 'Алиев Ильхам')
('Q30', 'Соединенные Штаты', 'COUNTRY')	Pred: ('Q30', 'Соединенные Штаты')
('Q488994', 'Дэйв Гаан', 'PERSON')	Pred: ('Q488994', 'Дэйв Гаан')
('Q77864630', 'ИССАСХАР Нааму', 'PERSON')	Pred: ('Q429947', 'Мухсин Кадивар')
('Q796', 'Ирака', 'COUNTRY')	Pred: ('Q591018', 'Транспорт Ирака')
('Q2493687', 'Межрегиональную академию управления персоналом', 'ORGANIZATION')	Pred: ('Q2493687', 'Межрегиональная академия управления персоналом')
('Q188628', 'совете директоров Microsoft', 'ORGANIZATION')	Pred: ('Q486053', 'Семейство компьютеров MacBook')
('Q177220', 'певицей', 'PROFESSION')	Pred: ('Q20352', 'Нойстрелиц')
('Q948223', 'Чёрный монах', 'WORK_OF_ART')	Pred: ('Q28054400', 'Чёрный монах')
('Q1394102', 'Чуркина', 'PERSON')	Pred: ('Q553681', 'Часна')
('Q207462', 'Металлист', 'ORGANIZATION')	Pred: ('Q1042829', 'Металлист')
('Q392127', 'Виктор Тихонов', 'PERSON')	Pred: ('Q247158', 'Виктор Тихонов')
('Q5482740', 'програмист', 'PROFESSION')	Pred: ('Q3442901', 'Гарст')
('Q431015', 'Дэвидом Корешом', 'PERSON')	Pred: ('Q137534', 'Моллет Дэвид')
('Q105272308', 'Неаполитанский залив', 'WORK_OF_ART')	Pred: ('Q201385', 'Неаполитанский залив')
('Q423', 'КНДР', 'COUNTRY')	Pred: ('Q423', 'КНДР')
('Q1204', 'Иллинойс', 'STATE_OR_PROVINCE')	Pred: ('Q8321', 'Иллинойс')
('Q1899', 'Киева', 'CITY')	Pred: ('Q4222754', 'Киева')
('Q129817', 'Рассел Кроу', 'PERSON')	Pred: ('Q129817', 'Рассел Кроу')
('Q39760', 'Сектором Газа', 'DISTRICT')	Pred: ('Q39760', 'Сектор Газа')
('Q700555', 'Юрий Васильевич Бондарев', 'PERSON')	Pred: ('Q700555', 'Юрий Васильевич Бондарев')
('Q13203061', 'Айрат Арсланов', 'PERSON')	Pred: ('Q13203061', 'Айрат Арсланов')
('Q29441888', 'Канэ Танака', 'PERSON')	Pred: ('Q29441888', 'Канэ Танака')
('Q730786', 'Общероссийского народного фронта', 'ORGANIZATION')	Pred: ('Q730786', 'Общероссийский народный фронт')
('Q1370', 'Вирджинии', 'STATE_OR_PROVINCE')	Pred: ('Q1781061', 'Виргинии')
('Q76', 'Обамы', 'PERSON')	Pred: ('Q5405512', 'Пимы')
('Q215871', 'Киевского метрополитена', 'FACILITY')	Pred: ('Q215871', 'Киевский метрополитен')
('Q1295316', 'отделения скорой помощи', 'ORGANIZATION')	Pred: ('Q860447', 'Служба скорой помощи')
('Q1718', 'Дюссельдорф', 'CITY')	Pred: ('Q1718', 'Дюссельдорф')
('Q16533', 'судей', 'PROFESSION')	Pred: ('Q3537100', 'Пудам')
('Q683399', 'Иван Владимирович', 'PERSON')	Pred: ('Q4195575', 'Иван Владимирович')
('Q216936', 'Diddy', 'PERSON')	Pred: ('Q449523', 'Пужад')
('Q7191', 'Нобелевская премия', 'AWARD')	Pred: ('Q7191', 'Нобелевская премия')
('Q340', 'Montrea', 'CITY')	Pred: ('Q17343', 'Черезето')
('Q1797162', 'Художественный руководитель', 'PROFESSION')	Pred: ('Q706364', 'Художественный руководитель')
('Q9134365', 'Королевой Великобритании', 'PROFESSION')	Pred: ('Q4869954', 'Король Великобритании')
('Q38022', 'Сент-Луиса', 'CITY')	Pred: ('Q38022', 'Сент-Луис')
('Q46', 'европейском', 'LOCATION')	Pred: ('Q2505672', 'Срем')
('Q724228', 'конституции Азербайджана', 'LAW')	Pred: ('Q724228', 'Конституция Азербайджана')
('Q2518540', 'Конституции Пакистана', 'LAW')	Pred: ('Q726994', 'История Пакистана')
('Q298', 'Чили', 'COUNTRY')	Pred: ('Q298', 'Чили')
('Q563895', 'Олег Меньшиков', 'PERSON')	Pred: ('Q4290646', 'Лев Меньшиков')
('Q4259359', 'Лесин', 'PERSON')	Pred: ('Q133145', 'Диин')
('Q1078096', 'санитаркой', 'PROFESSION')	Pred: ('Q4193795', 'Зона санитарной охраны')
('Q862086', 'индийского', 'NATIONALITY')	Pred: ('Q4203593', 'Исаевское')
('Q7200', 'А.\xa0С.\xa0Пушкина', 'PERSON')	Pred: ('Q18688281', 'Портрет А. С. Пушкина')
('Q1408', 'Нью-Джерси', 'STATE_OR_PROVINCE')	Pred: ('Q1408', 'Нью-Джерси')
('Q208167', 'Герой Социалистического Труда', 'AWARD')	Pred: ('Q208167', 'Герой Социалистического Труда')
('Q60455989', 'Дваче', 'PRODUCT')	Pred: ('Q7844251', 'Трита')
('Q95149', 'HarperCollins', 'ORGANIZATION')	Pred: ('Q1029106', 'Барлингтон')
('Q7341', 'Освенцим', 'FACILITY')	Pred: ('Q7341', 'Освенцим')
('Q43274', 'Чарльз', 'PERSON')	Pred: ('Q501319', 'Чарльз')
('Q62766', 'Джей Зи', 'PERSON')	Pred: ('Q62766', 'Джей Зи')
('Q42970', 'Международная амнистия', 'ORGANIZATION')	Pred: ('Q42970', 'Международная амнистия')
('Q138908', 'Большого театра', 'ORGANIZATION')	Pred: ('Q4218533', 'Квартет Большого театра')
('Q842490', 'Организации по запрещению химического оружия', 'ORGANIZATION')	Pred: ('Q842490', 'Организация по запрещению химического оружия')
('Q95', 'Google', 'ORGANIZATION')	Pred: ('Q95', 'Компания Google')
('Q11699', 'вице-президента США', 'PROFESSION')	Pred: ('Q2660216', 'Первый вице-президент Ирана')
('Q4231898', 'Концертный зал имени П.\xa0И.\xa0Чайковского', 'FACILITY')	Pred: ('Q4231898', 'Концертный зал имени П. И. Чайковского')
('Q906', 'Челябинске', 'CITY')	Pred: ('Q906', 'Челябинск')
('Q1785086', 'косовских', 'NATIONALITY')	Pred: ('Q1771137', 'Колпара')
('Q1166', 'Мичиган', 'STATE_OR_PROVINCE')	Pred: ('Q1169', 'Мичиган')
('Q16839806', 'главы Калининградской области', 'PROFESSION')	Pred: ('Q1646406', 'Города Калининградской области')
('Q714713', 'Катынь', 'WORK_OF_ART')	Pred: ('Q4439549', 'Катынь')
('Q649', 'Москвы', 'CITY')	Pred: ('Q175117', 'Москва')
('Q242468', 'швее', 'PROFESSION')	Pred: ('Q319953', 'Севеле')
('Q166419', 'Fox', 'ORGANIZATION')	Pred: ('Q379813', 'Боб')
('Q744087', 'Wham!', 'ORGANIZATION')	Pred: ('Q4060624', 'Алга!')
('Q1208997', 'народный артист', 'AWARD')	Pred: ('Q4313301', 'Народный артист')
('Q1471814', 'Res Publica', 'ORGANIZATION')	Pred: ('Q506235', 'Наш')
('Q35', 'Дания', 'COUNTRY')	Pred: ('Q3013566', 'Дания')
('Q382887', 'чиновника', 'PROFESSION')	Pred: ('Q842860', 'Кандидат')
('Q663745', 'Александровское подворье', 'FACILITY')	Pred: ('Q663745', 'Александровское подворье')
('Q236421', 'Рено', 'PERSON')	Pred: ('Q49225', 'Рено')
('Q142', 'французские', 'COUNTRY')	Pred: ('Q3342922', 'Французские имена')
('Q47913', 'спецслужб', 'ORGANIZATION')	Pred: ('Q12530234', 'Аспара')
('Q1195685', 'Человек с бульвара Капуцинов', 'WORK_OF_ART')	Pred: ('Q1195685', 'Человек с бульвара Капуцинов')
('Q53669', 'Пепи, Люси, Бом и остальные девушки', 'WORK_OF_ART')	Pred: ('Q61112673', 'Пятилетка в три года!')
('Q311440', 'Антониу Гутерреша', 'PERSON')	Pred: ('Q311440', 'Антониу Гутерреш')
('Q7622731', 'Хай Роуд', 'FACILITY')	Pred: ('Q571469', 'Хайнц Мак')
('Q7737', 'русском', 'LANGUAGE')	Pred: ('Q1149711', 'Мой')
('Q559188', 'В.\xa0А.\xa0Стеклова', 'PERSON')	Pred: ('Q4226582', 'В. В. Козина')
('Q1501800', 'Генеральным директором', 'PROFESSION')	Pred: ('Q1501800', 'Генеральный директор')
('Q956', 'Пекина', 'CITY')	Pred: ('Q202652', 'Пекини')
('Q4333889', 'олимпийская чемпионка', 'AWARD')	Pred: ('Q4333889', 'Олимпийская чемпионка')
('Q1428217', 'Союз Отечества', 'ORGANIZATION')	Pred: ('Q81556', 'Союз Отечества')
('Q12797895', 'оккультист', 'PROFESSION')	Pred: ('Q178934', 'Оккультист')
('Q432316', 'Дональд Синден', 'PERSON')	Pred: ('Q5293590', 'Дональд Саймон')
('Q312474', 'Андрияну Николаеву', 'PERSON')	Pred: ('Q26243693', 'Марина Николаевна Мейер')
('Q4420811', 'Сирота казанская', 'WORK_OF_ART')	Pred: ('Q4420811', 'Сирота казанская')
('Q170599', "'Arctic Monkeys", 'ORGANIZATION')	Pred: ('Q1424427', 'Пуната')
('Q655286', 'Благотворительный фонд Гейтсев', 'ORGANIZATION')	Pred: ('Q60967333', 'Благотворительный проект Дари Еду')
('Q2022998', 'Саратовской консерватории', 'ORGANIZATION')	Pred: ('Q2022998', 'Саратовская консерватория')
('Q11239', 'Рокфеллером', 'PERSON')	Pred: ('Q1130469', 'Рокфеллеры')
('Q4219653', 'Кернеса', 'PERSON')	Pred: ('Q837139', 'Пинасса')
('Q11696', 'Президент США', 'PROFESSION')	Pred: ('Q11696', 'Президент США')
('Q4676846', 'и.\xa0о.', 'PROFESSION')	Pred: ('Q102145', 'Н. и с. у.')
('Q292599', 'Марии Ермоловой', 'PERSON')	Pred: ('Q4473037', 'Улица Марии Поливановой')
('Q28', 'Венгрия', 'COUNTRY')	Pred: ('Q28', 'Венгрия')
('Q649', 'московской', 'CITY')	Pred: ('Q21876031', 'Московские')
('Q116', 'монархом', 'PROFESSION')	Pred: ('Q30461', 'Президент')
('Q15278107', 'Компаньоном Ордена Канады', 'AWARD')	Pred: ('Q204920', 'Арагонская корона')
('Q432316', 'Donald Sinden', 'PERSON')	Pred: ('Q548051', 'Томас I')
('Q677207', 'берлинское', 'CITY')	Pred: ('Q4256536', 'Левинское')
('Q212', 'украинское', 'COUNTRY')	Pred: ('Q4470648', 'Украинское')
('Q15686806', 'сенатору', 'PROFESSION')	Pred: ('Q2069292', 'Пенсу')
('Q590237', 'Фонтанка', 'LOCATION')	Pred: ('Q3849531', 'Фонтанка')
('Q209344', 'Ла Сапиенца', 'ORGANIZATION')	Pred: ('Q209344', 'Ла Сапиенца')
